ENSAPET00000000592.1 ENSAPEG00000000464.1
ENSAPET00000005601.1 ENSAPEG00000003875.1
ENSAPET00000005584.1 ENSAPEG00000003876.1
ENSAPET00000005547.1 ENSAPEG00000003877.1
ENSAPET00000005560.1 ENSAPEG00000003878.1
ENSAPET00000005692.1 ENSAPEG00000003879.1
ENSAPET00000005536.1 ENSAPEG00000003880.1
ENSAPET00000005546.1 ENSAPEG00000003881.1
ENSAPET00000005663.1 ENSAPEG00000003882.1
ENSAPET00000005685.1 ENSAPEG00000003882.1
ENSAPET00000005543.1 ENSAPEG00000003883.1
ENSAPET00000005585.1 ENSAPEG00000003884.1
ENSAPET00000005551.1 ENSAPEG00000003885.1
ENSAPET00000005606.1 ENSAPEG00000003886.1
ENSAPET00000005553.1 ENSAPEG00000003887.1
ENSAPET00000005567.1 ENSAPEG00000003888.1
ENSAPET00000005558.1 ENSAPEG00000003889.1
ENSAPET00000005588.1 ENSAPEG00000003889.1
ENSAPET00000005591.1 ENSAPEG00000003890.1
ENSAPET00000005598.1 ENSAPEG00000003890.1
ENSAPET00000005556.1 ENSAPEG00000003891.1
ENSAPET00000005564.1 ENSAPEG00000003891.1
ENSAPET00000005563.1 ENSAPEG00000003892.1
ENSAPET00000005557.1 ENSAPEG00000003893.1
ENSAPET00000005561.1 ENSAPEG00000003894.1
ENSAPET00000005575.1 ENSAPEG00000003894.1
ENSAPET00000005578.1 ENSAPEG00000003895.1
ENSAPET00000005572.1 ENSAPEG00000003896.1
ENSAPET00000005589.1 ENSAPEG00000003897.1
ENSAPET00000005597.1 ENSAPEG00000003897.1
ENSAPET00000005576.1 ENSAPEG00000003898.1
ENSAPET00000005579.1 ENSAPEG00000003899.1
ENSAPET00000005599.1 ENSAPEG00000003899.1
ENSAPET00000005613.1 ENSAPEG00000003900.1
ENSAPET00000005652.1 ENSAPEG00000003900.1
ENSAPET00000005660.1 ENSAPEG00000003900.1
ENSAPET00000005673.1 ENSAPEG00000003900.1
ENSAPET00000005686.1 ENSAPEG00000003900.1
ENSAPET00000005582.1 ENSAPEG00000003901.1
ENSAPET00000005595.1 ENSAPEG00000003902.1
ENSAPET00000005642.1 ENSAPEG00000003903.1
ENSAPET00000005590.1 ENSAPEG00000003904.1
ENSAPET00000005605.1 ENSAPEG00000003905.1
ENSAPET00000005581.1 ENSAPEG00000003906.1
ENSAPET00000005587.1 ENSAPEG00000003907.1
ENSAPET00000005622.1 ENSAPEG00000003908.1
ENSAPET00000005593.1 ENSAPEG00000003909.1
ENSAPET00000005592.1 ENSAPEG00000003910.1
ENSAPET00000005602.1 ENSAPEG00000003910.1
ENSAPET00000005682.1 ENSAPEG00000003911.1
ENSAPET00000005614.1 ENSAPEG00000003912.1
ENSAPET00000005649.1 ENSAPEG00000003912.1
ENSAPET00000005664.1 ENSAPEG00000003912.1
ENSAPET00000005609.1 ENSAPEG00000003913.1
ENSAPET00000005596.1 ENSAPEG00000003914.1
ENSAPET00000005631.1 ENSAPEG00000003915.1
ENSAPET00000005630.1 ENSAPEG00000003916.1
ENSAPET00000005632.1 ENSAPEG00000003917.1
ENSAPET00000005657.1 ENSAPEG00000003918.1
ENSAPET00000005666.1 ENSAPEG00000003918.1
ENSAPET00000005617.1 ENSAPEG00000003919.1
ENSAPET00000005627.1 ENSAPEG00000003920.1
ENSAPET00000005639.1 ENSAPEG00000003920.1
ENSAPET00000005857.1 ENSAPEG00000003921.1
ENSAPET00000005610.1 ENSAPEG00000003922.1
ENSAPET00000005603.1 ENSAPEG00000003923.1
ENSAPET00000005623.1 ENSAPEG00000003924.1
ENSAPET00000005672.1 ENSAPEG00000003925.1
ENSAPET00000005608.1 ENSAPEG00000003926.1
ENSAPET00000005612.1 ENSAPEG00000003927.1
ENSAPET00000005629.1 ENSAPEG00000003928.1
ENSAPET00000005667.1 ENSAPEG00000003929.1
ENSAPET00000005615.1 ENSAPEG00000003930.1
ENSAPET00000005658.1 ENSAPEG00000003931.1
ENSAPET00000006025.1 ENSAPEG00000003932.1
ENSAPET00000006044.1 ENSAPEG00000003932.1
ENSAPET00000006094.1 ENSAPEG00000003932.1
ENSAPET00000006125.1 ENSAPEG00000003932.1
ENSAPET00000006147.1 ENSAPEG00000003932.1
ENSAPET00000006161.1 ENSAPEG00000003932.1
ENSAPET00000006173.1 ENSAPEG00000003932.1
ENSAPET00000006201.1 ENSAPEG00000003932.1
ENSAPET00000006227.1 ENSAPEG00000003932.1
ENSAPET00000005618.1 ENSAPEG00000003933.1
ENSAPET00000005640.1 ENSAPEG00000003934.1
ENSAPET00000005635.1 ENSAPEG00000003935.1
ENSAPET00000005710.1 ENSAPEG00000003936.1
ENSAPET00000005620.1 ENSAPEG00000003937.1
ENSAPET00000005643.1 ENSAPEG00000003937.1
ENSAPET00000005691.1 ENSAPEG00000003938.1
ENSAPET00000005634.1 ENSAPEG00000003939.1
ENSAPET00000005619.1 ENSAPEG00000003940.1
ENSAPET00000005648.1 ENSAPEG00000003941.1
ENSAPET00000005655.1 ENSAPEG00000003941.1
ENSAPET00000005668.1 ENSAPEG00000003941.1
ENSAPET00000005688.1 ENSAPEG00000003941.1
ENSAPET00000005624.1 ENSAPEG00000003942.1
ENSAPET00000005626.1 ENSAPEG00000003943.1
ENSAPET00000005641.1 ENSAPEG00000003944.1
ENSAPET00000005647.1 ENSAPEG00000003945.1
ENSAPET00000005633.1 ENSAPEG00000003946.1
ENSAPET00000005636.1 ENSAPEG00000003947.1
ENSAPET00000005644.1 ENSAPEG00000003948.1
ENSAPET00000005656.1 ENSAPEG00000003949.1
ENSAPET00000005703.1 ENSAPEG00000003950.1
ENSAPET00000005645.1 ENSAPEG00000003951.1
ENSAPET00000005697.1 ENSAPEG00000003951.1
ENSAPET00000005637.1 ENSAPEG00000003952.1
ENSAPET00000005646.1 ENSAPEG00000003952.1
ENSAPET00000005735.1 ENSAPEG00000003953.1
ENSAPET00000005651.1 ENSAPEG00000003954.1
ENSAPET00000005678.1 ENSAPEG00000003957.1
ENSAPET00000005707.1 ENSAPEG00000003957.1
ENSAPET00000005718.1 ENSAPEG00000003958.1
ENSAPET00000005696.1 ENSAPEG00000003959.1
ENSAPET00000005654.1 ENSAPEG00000003960.1
ENSAPET00000005669.1 ENSAPEG00000003961.1
ENSAPET00000005704.1 ENSAPEG00000003962.1
ENSAPET00000005679.1 ENSAPEG00000003963.1
ENSAPET00000005694.1 ENSAPEG00000003964.1
ENSAPET00000005695.1 ENSAPEG00000003965.1
ENSAPET00000005791.1 ENSAPEG00000003966.1
ENSAPET00000005740.1 ENSAPEG00000003967.1
ENSAPET00000005701.1 ENSAPEG00000003968.1
ENSAPET00000005693.1 ENSAPEG00000003969.1
ENSAPET00000005674.1 ENSAPEG00000003970.1
ENSAPET00000005684.1 ENSAPEG00000003971.1
ENSAPET00000005671.1 ENSAPEG00000003972.1
ENSAPET00000005676.1 ENSAPEG00000003972.1
ENSAPET00000005687.1 ENSAPEG00000003973.1
ENSAPET00000005677.1 ENSAPEG00000003974.1
ENSAPET00000005772.1 ENSAPEG00000003975.1
ENSAPET00000005746.1 ENSAPEG00000003976.1
ENSAPET00000005680.1 ENSAPEG00000003977.1
ENSAPET00000005830.1 ENSAPEG00000003978.1
ENSAPET00000005708.1 ENSAPEG00000003979.1
ENSAPET00000005723.1 ENSAPEG00000003979.1
ENSAPET00000005784.1 ENSAPEG00000003980.1
ENSAPET00000005683.1 ENSAPEG00000003981.1
ENSAPET00000005702.1 ENSAPEG00000003982.1
ENSAPET00000005689.1 ENSAPEG00000003983.1
ENSAPET00000005698.1 ENSAPEG00000003983.1
ENSAPET00000005827.1 ENSAPEG00000003984.1
ENSAPET00000005716.1 ENSAPEG00000003985.1
ENSAPET00000005733.1 ENSAPEG00000003985.1
ENSAPET00000005706.1 ENSAPEG00000003986.1
ENSAPET00000005747.1 ENSAPEG00000003986.1
ENSAPET00000005758.1 ENSAPEG00000003986.1
ENSAPET00000005748.1 ENSAPEG00000003987.1
ENSAPET00000005768.1 ENSAPEG00000003987.1
ENSAPET00000005782.1 ENSAPEG00000003988.1
ENSAPET00000005800.1 ENSAPEG00000003988.1
ENSAPET00000005722.1 ENSAPEG00000003989.1
ENSAPET00000005771.1 ENSAPEG00000003989.1
ENSAPET00000005814.1 ENSAPEG00000003990.1
ENSAPET00000005823.1 ENSAPEG00000003990.1
ENSAPET00000005699.1 ENSAPEG00000003991.1
ENSAPET00000005711.1 ENSAPEG00000003991.1
ENSAPET00000005705.1 ENSAPEG00000003992.1
ENSAPET00000005713.1 ENSAPEG00000003993.1
ENSAPET00000005725.1 ENSAPEG00000003994.1
ENSAPET00000005731.1 ENSAPEG00000003995.1
ENSAPET00000005717.1 ENSAPEG00000003996.1
ENSAPET00000005712.1 ENSAPEG00000003997.1
ENSAPET00000005719.1 ENSAPEG00000003997.1
ENSAPET00000005724.1 ENSAPEG00000003997.1
ENSAPET00000005753.1 ENSAPEG00000003998.1
ENSAPET00000005860.1 ENSAPEG00000003999.1
ENSAPET00000005715.1 ENSAPEG00000004000.1
ENSAPET00000005729.1 ENSAPEG00000004000.1
ENSAPET00000005730.1 ENSAPEG00000004001.1
ENSAPET00000005749.1 ENSAPEG00000004002.1
ENSAPET00000005767.1 ENSAPEG00000004003.1
ENSAPET00000005777.1 ENSAPEG00000004003.1
ENSAPET00000005801.1 ENSAPEG00000004004.1
ENSAPET00000005841.1 ENSAPEG00000004005.1
ENSAPET00000005765.1 ENSAPEG00000004006.1
ENSAPET00000005741.1 ENSAPEG00000004007.1
ENSAPET00000005720.1 ENSAPEG00000004008.1
ENSAPET00000005721.1 ENSAPEG00000004009.1
ENSAPET00000005726.1 ENSAPEG00000004009.1
ENSAPET00000005745.1 ENSAPEG00000004011.1
ENSAPET00000005756.1 ENSAPEG00000004011.1
ENSAPET00000005742.1 ENSAPEG00000004012.1
ENSAPET00000005754.1 ENSAPEG00000004013.1
ENSAPET00000005837.1 ENSAPEG00000004014.1
ENSAPET00000005775.1 ENSAPEG00000004015.1
ENSAPET00000005785.1 ENSAPEG00000004017.1
ENSAPET00000005737.1 ENSAPEG00000004019.1
ENSAPET00000005752.1 ENSAPEG00000004021.1
ENSAPET00000005738.1 ENSAPEG00000004023.1
ENSAPET00000005764.1 ENSAPEG00000004024.1
ENSAPET00000005750.1 ENSAPEG00000004025.1
ENSAPET00000005751.1 ENSAPEG00000004026.1
ENSAPET00000005755.1 ENSAPEG00000004027.1
ENSAPET00000005769.1 ENSAPEG00000004028.1
ENSAPET00000005757.1 ENSAPEG00000004029.1
ENSAPET00000005821.1 ENSAPEG00000004030.1
ENSAPET00000005787.1 ENSAPEG00000004031.1
ENSAPET00000005789.1 ENSAPEG00000004032.1
ENSAPET00000005759.1 ENSAPEG00000004033.1
ENSAPET00000005790.1 ENSAPEG00000004034.1
ENSAPET00000005809.1 ENSAPEG00000004035.1
ENSAPET00000005780.1 ENSAPEG00000004036.1
ENSAPET00000005816.1 ENSAPEG00000004037.1
ENSAPET00000005836.1 ENSAPEG00000004037.1
ENSAPET00000005761.1 ENSAPEG00000004038.1
ENSAPET00000005779.1 ENSAPEG00000004039.1
ENSAPET00000005762.1 ENSAPEG00000004040.1
ENSAPET00000005788.1 ENSAPEG00000004041.1
ENSAPET00000005807.1 ENSAPEG00000004042.1
ENSAPET00000005781.1 ENSAPEG00000004043.1
ENSAPET00000005783.1 ENSAPEG00000004044.1
ENSAPET00000005774.1 ENSAPEG00000004045.1
ENSAPET00000005797.1 ENSAPEG00000004045.1
ENSAPET00000005773.1 ENSAPEG00000004047.1
ENSAPET00000005776.1 ENSAPEG00000004048.1
ENSAPET00000005778.1 ENSAPEG00000004049.1
ENSAPET00000005859.1 ENSAPEG00000004050.1
ENSAPET00000005883.1 ENSAPEG00000004051.1
ENSAPET00000005813.1 ENSAPEG00000004052.1
ENSAPET00000005786.1 ENSAPEG00000004053.1
ENSAPET00000005796.1 ENSAPEG00000004053.1
ENSAPET00000005792.1 ENSAPEG00000004054.1
ENSAPET00000005817.1 ENSAPEG00000004055.1
ENSAPET00000005897.1 ENSAPEG00000004056.1
ENSAPET00000005826.1 ENSAPEG00000004057.1
ENSAPET00000005808.1 ENSAPEG00000004059.1
ENSAPET00000005828.1 ENSAPEG00000004059.1
ENSAPET00000005799.1 ENSAPEG00000004060.1
ENSAPET00000005833.1 ENSAPEG00000004061.1
ENSAPET00000005840.1 ENSAPEG00000004062.1
ENSAPET00000005852.1 ENSAPEG00000004062.1
ENSAPET00000005819.1 ENSAPEG00000004063.1
ENSAPET00000005810.1 ENSAPEG00000004064.1
ENSAPET00000005839.1 ENSAPEG00000004064.1
ENSAPET00000005876.1 ENSAPEG00000004064.1
ENSAPET00000005896.1 ENSAPEG00000004064.1
ENSAPET00000005929.1 ENSAPEG00000004064.1
ENSAPET00000005812.1 ENSAPEG00000004065.1
ENSAPET00000005818.1 ENSAPEG00000004066.1
ENSAPET00000005802.1 ENSAPEG00000004067.1
ENSAPET00000005803.1 ENSAPEG00000004068.1
ENSAPET00000005822.1 ENSAPEG00000004068.1
ENSAPET00000006444.1 ENSAPEG00000004069.1
ENSAPET00000006495.1 ENSAPEG00000004069.1
ENSAPET00000006518.1 ENSAPEG00000004069.1
ENSAPET00000005804.1 ENSAPEG00000004070.1
ENSAPET00000005806.1 ENSAPEG00000004071.1
ENSAPET00000005824.1 ENSAPEG00000004071.1
ENSAPET00000005829.1 ENSAPEG00000004072.1
ENSAPET00000005805.1 ENSAPEG00000004073.1
ENSAPET00000005873.1 ENSAPEG00000004074.1
ENSAPET00000005887.1 ENSAPEG00000004074.1
ENSAPET00000005911.1 ENSAPEG00000004075.1
ENSAPET00000005930.1 ENSAPEG00000004075.1
ENSAPET00000005992.1 ENSAPEG00000004076.1
ENSAPET00000006001.1 ENSAPEG00000004076.1
ENSAPET00000006022.1 ENSAPEG00000004076.1
ENSAPET00000005838.1 ENSAPEG00000004077.1
ENSAPET00000005844.1 ENSAPEG00000004077.1
ENSAPET00000005815.1 ENSAPEG00000004078.1
ENSAPET00000005825.1 ENSAPEG00000004079.1
ENSAPET00000005866.1 ENSAPEG00000004081.1
ENSAPET00000005856.1 ENSAPEG00000004082.1
ENSAPET00000005832.1 ENSAPEG00000004083.1
ENSAPET00000005831.1 ENSAPEG00000004084.1
ENSAPET00000005842.1 ENSAPEG00000004084.1
ENSAPET00000005847.1 ENSAPEG00000004085.1
ENSAPET00000005862.1 ENSAPEG00000004085.1
ENSAPET00000005865.1 ENSAPEG00000004086.1
ENSAPET00000005858.1 ENSAPEG00000004087.1
ENSAPET00000005875.1 ENSAPEG00000004087.1
ENSAPET00000005846.1 ENSAPEG00000004088.1
ENSAPET00000005944.1 ENSAPEG00000004089.1
ENSAPET00000005921.1 ENSAPEG00000004090.1
ENSAPET00000005850.1 ENSAPEG00000004091.1
ENSAPET00000005931.1 ENSAPEG00000004092.1
ENSAPET00000005849.1 ENSAPEG00000004093.1
ENSAPET00000005843.1 ENSAPEG00000004095.1
ENSAPET00000005891.1 ENSAPEG00000004096.1
ENSAPET00000005918.1 ENSAPEG00000004096.1
ENSAPET00000005861.1 ENSAPEG00000004097.1
ENSAPET00000005917.1 ENSAPEG00000004098.1
ENSAPET00000005864.1 ENSAPEG00000004099.1
ENSAPET00000005869.1 ENSAPEG00000004100.1
ENSAPET00000005878.1 ENSAPEG00000004100.1
ENSAPET00000005881.1 ENSAPEG00000004101.1
ENSAPET00000005892.1 ENSAPEG00000004101.1
ENSAPET00000005877.1 ENSAPEG00000004102.1
ENSAPET00000005854.1 ENSAPEG00000004103.1
ENSAPET00000005874.1 ENSAPEG00000004103.1
ENSAPET00000005952.1 ENSAPEG00000004104.1
ENSAPET00000005884.1 ENSAPEG00000004105.1
ENSAPET00000005900.1 ENSAPEG00000004105.1
ENSAPET00000005916.1 ENSAPEG00000004106.1
ENSAPET00000005863.1 ENSAPEG00000004107.1
ENSAPET00000005855.1 ENSAPEG00000004109.1
ENSAPET00000005909.1 ENSAPEG00000004110.1
ENSAPET00000005914.1 ENSAPEG00000004111.1
ENSAPET00000005898.1 ENSAPEG00000004112.1
ENSAPET00000006002.1 ENSAPEG00000004113.1
ENSAPET00000005870.1 ENSAPEG00000004114.1
ENSAPET00000005871.1 ENSAPEG00000004115.1
ENSAPET00000005889.1 ENSAPEG00000004116.1
ENSAPET00000005880.1 ENSAPEG00000004117.1
ENSAPET00000005872.1 ENSAPEG00000004118.1
ENSAPET00000005879.1 ENSAPEG00000004119.1
ENSAPET00000005888.1 ENSAPEG00000004120.1
ENSAPET00000005907.1 ENSAPEG00000004121.1
ENSAPET00000005943.1 ENSAPEG00000004122.1
ENSAPET00000005934.1 ENSAPEG00000004123.1
ENSAPET00000005905.1 ENSAPEG00000004124.1
ENSAPET00000005882.1 ENSAPEG00000004125.1
ENSAPET00000005904.1 ENSAPEG00000004125.1
ENSAPET00000005920.1 ENSAPEG00000004125.1
ENSAPET00000005885.1 ENSAPEG00000004126.1
ENSAPET00000005894.1 ENSAPEG00000004126.1
ENSAPET00000005919.1 ENSAPEG00000004126.1
ENSAPET00000005899.1 ENSAPEG00000004127.1
ENSAPET00000005932.1 ENSAPEG00000004128.1
ENSAPET00000005948.1 ENSAPEG00000004128.1
ENSAPET00000006230.1 ENSAPEG00000004129.1
ENSAPET00000006247.1 ENSAPEG00000004129.1
ENSAPET00000006265.1 ENSAPEG00000004129.1
ENSAPET00000005886.1 ENSAPEG00000004130.1
ENSAPET00000005893.1 ENSAPEG00000004130.1
ENSAPET00000005906.1 ENSAPEG00000004130.1
ENSAPET00000005901.1 ENSAPEG00000004131.1
ENSAPET00000005922.1 ENSAPEG00000004131.1
ENSAPET00000005972.1 ENSAPEG00000004132.1
ENSAPET00000005915.1 ENSAPEG00000004133.1
ENSAPET00000005923.1 ENSAPEG00000004134.1
ENSAPET00000005913.1 ENSAPEG00000004135.1
ENSAPET00000005973.1 ENSAPEG00000004136.1
ENSAPET00000006033.1 ENSAPEG00000004136.1
ENSAPET00000006046.1 ENSAPEG00000004136.1
ENSAPET00000005890.1 ENSAPEG00000004137.1
ENSAPET00000005903.1 ENSAPEG00000004137.1
ENSAPET00000005937.1 ENSAPEG00000004138.1
ENSAPET00000005912.1 ENSAPEG00000004139.1
ENSAPET00000005969.1 ENSAPEG00000004140.1
ENSAPET00000005960.1 ENSAPEG00000004141.1
ENSAPET00000005978.1 ENSAPEG00000004141.1
ENSAPET00000005895.1 ENSAPEG00000004142.1
ENSAPET00000005902.1 ENSAPEG00000004142.1
ENSAPET00000005933.1 ENSAPEG00000004143.1
ENSAPET00000005938.1 ENSAPEG00000004144.1
ENSAPET00000005910.1 ENSAPEG00000004145.1
ENSAPET00000005936.1 ENSAPEG00000004145.1
ENSAPET00000005955.1 ENSAPEG00000004145.1
ENSAPET00000005991.1 ENSAPEG00000004145.1
ENSAPET00000005908.1 ENSAPEG00000004146.1
ENSAPET00000005979.1 ENSAPEG00000004147.1
ENSAPET00000005939.1 ENSAPEG00000004148.1
ENSAPET00000005942.1 ENSAPEG00000004149.1
ENSAPET00000005935.1 ENSAPEG00000004150.1
ENSAPET00000005976.1 ENSAPEG00000004151.1
ENSAPET00000005949.1 ENSAPEG00000004152.1
ENSAPET00000005957.1 ENSAPEG00000004153.1
ENSAPET00000005924.1 ENSAPEG00000004154.1
ENSAPET00000005940.1 ENSAPEG00000004155.1
ENSAPET00000005967.1 ENSAPEG00000004156.1
ENSAPET00000005994.1 ENSAPEG00000004156.1
ENSAPET00000005941.1 ENSAPEG00000004157.1
ENSAPET00000005925.1 ENSAPEG00000004158.1
ENSAPET00000005951.1 ENSAPEG00000004158.1
ENSAPET00000005958.1 ENSAPEG00000004158.1
ENSAPET00000005984.1 ENSAPEG00000004159.1
ENSAPET00000005926.1 ENSAPEG00000004160.1
ENSAPET00000005993.1 ENSAPEG00000004161.1
ENSAPET00000005927.1 ENSAPEG00000004162.1
ENSAPET00000005928.1 ENSAPEG00000004163.1
ENSAPET00000005971.1 ENSAPEG00000004164.1
ENSAPET00000005995.1 ENSAPEG00000004165.1
ENSAPET00000006015.1 ENSAPEG00000004165.1
ENSAPET00000005986.1 ENSAPEG00000004166.1
ENSAPET00000006009.1 ENSAPEG00000004166.1
ENSAPET00000005947.1 ENSAPEG00000004167.1
ENSAPET00000005945.1 ENSAPEG00000004168.1
ENSAPET00000005946.1 ENSAPEG00000004169.1
ENSAPET00000006004.1 ENSAPEG00000004170.1
ENSAPET00000006017.1 ENSAPEG00000004170.1
ENSAPET00000006216.1 ENSAPEG00000004171.1
ENSAPET00000006383.1 ENSAPEG00000004171.1
ENSAPET00000006396.1 ENSAPEG00000004171.1
ENSAPET00000006424.1 ENSAPEG00000004171.1
ENSAPET00000006451.1 ENSAPEG00000004171.1
ENSAPET00000006493.1 ENSAPEG00000004171.1
ENSAPET00000005965.1 ENSAPEG00000004172.1
ENSAPET00000005959.1 ENSAPEG00000004173.1
ENSAPET00000005954.1 ENSAPEG00000004174.1
ENSAPET00000005985.1 ENSAPEG00000004175.1
ENSAPET00000005950.1 ENSAPEG00000004176.1
ENSAPET00000005964.1 ENSAPEG00000004177.1
ENSAPET00000005998.1 ENSAPEG00000004178.1
ENSAPET00000005953.1 ENSAPEG00000004179.1
ENSAPET00000005980.1 ENSAPEG00000004180.1
ENSAPET00000005990.1 ENSAPEG00000004180.1
ENSAPET00000006014.1 ENSAPEG00000004180.1
ENSAPET00000005968.1 ENSAPEG00000004181.1
ENSAPET00000005987.1 ENSAPEG00000004181.1
ENSAPET00000006020.1 ENSAPEG00000004182.1
ENSAPET00000006005.1 ENSAPEG00000004183.1
ENSAPET00000006060.1 ENSAPEG00000004184.1
ENSAPET00000006051.1 ENSAPEG00000004185.1
ENSAPET00000005956.1 ENSAPEG00000004186.1
ENSAPET00000005963.1 ENSAPEG00000004186.1
ENSAPET00000005962.1 ENSAPEG00000004187.1
ENSAPET00000005999.1 ENSAPEG00000004188.1
ENSAPET00000006030.1 ENSAPEG00000004188.1
ENSAPET00000006016.1 ENSAPEG00000004189.1
ENSAPET00000006032.1 ENSAPEG00000004189.1
ENSAPET00000006039.1 ENSAPEG00000004189.1
ENSAPET00000006011.1 ENSAPEG00000004190.1
ENSAPET00000005961.1 ENSAPEG00000004191.1
ENSAPET00000006083.1 ENSAPEG00000004192.1
ENSAPET00000006072.1 ENSAPEG00000004193.1
ENSAPET00000006098.1 ENSAPEG00000004193.1
ENSAPET00000005974.1 ENSAPEG00000004194.1
ENSAPET00000005988.1 ENSAPEG00000004194.1
ENSAPET00000005966.1 ENSAPEG00000004195.1
ENSAPET00000005975.1 ENSAPEG00000004195.1
ENSAPET00000005982.1 ENSAPEG00000004195.1
ENSAPET00000005970.1 ENSAPEG00000004196.1
ENSAPET00000005983.1 ENSAPEG00000004196.1
ENSAPET00000005977.1 ENSAPEG00000004197.1
ENSAPET00000006012.1 ENSAPEG00000004198.1
ENSAPET00000005981.1 ENSAPEG00000004199.1
ENSAPET00000005996.1 ENSAPEG00000004200.1
ENSAPET00000006013.1 ENSAPEG00000004201.1
ENSAPET00000006150.1 ENSAPEG00000004202.1
ENSAPET00000005989.1 ENSAPEG00000004203.1
ENSAPET00000006021.1 ENSAPEG00000004204.1
ENSAPET00000006038.1 ENSAPEG00000004204.1
ENSAPET00000006028.1 ENSAPEG00000004205.1
ENSAPET00000006054.1 ENSAPEG00000004205.1
ENSAPET00000006057.1 ENSAPEG00000004206.1
ENSAPET00000006084.1 ENSAPEG00000004206.1
ENSAPET00000006003.1 ENSAPEG00000004207.1
ENSAPET00000006019.1 ENSAPEG00000004208.1
ENSAPET00000005997.1 ENSAPEG00000004209.1
ENSAPET00000006006.1 ENSAPEG00000004210.1
ENSAPET00000006007.1 ENSAPEG00000004211.1
ENSAPET00000006041.1 ENSAPEG00000004212.1
ENSAPET00000006053.1 ENSAPEG00000004212.1
ENSAPET00000006040.1 ENSAPEG00000004213.1
ENSAPET00000006035.1 ENSAPEG00000004214.1
ENSAPET00000006008.1 ENSAPEG00000004215.1
ENSAPET00000006018.1 ENSAPEG00000004216.1
ENSAPET00000006024.1 ENSAPEG00000004217.1
ENSAPET00000006036.1 ENSAPEG00000004218.1
ENSAPET00000006043.1 ENSAPEG00000004219.1
ENSAPET00000006070.1 ENSAPEG00000004219.1
ENSAPET00000006010.1 ENSAPEG00000004220.1
ENSAPET00000006027.1 ENSAPEG00000004221.1
ENSAPET00000006023.1 ENSAPEG00000004222.1
ENSAPET00000006069.1 ENSAPEG00000004223.1
ENSAPET00000006026.1 ENSAPEG00000004224.1
ENSAPET00000006037.1 ENSAPEG00000004225.1
ENSAPET00000006118.1 ENSAPEG00000004226.1
ENSAPET00000006097.1 ENSAPEG00000004227.1
ENSAPET00000006029.1 ENSAPEG00000004228.1
ENSAPET00000006031.1 ENSAPEG00000004229.1
ENSAPET00000006080.1 ENSAPEG00000004230.1
ENSAPET00000006096.1 ENSAPEG00000004231.1
ENSAPET00000006131.1 ENSAPEG00000004231.1
ENSAPET00000006056.1 ENSAPEG00000004232.1
ENSAPET00000006034.1 ENSAPEG00000004233.1
ENSAPET00000006050.1 ENSAPEG00000004234.1
ENSAPET00000006154.1 ENSAPEG00000004235.1
ENSAPET00000006191.1 ENSAPEG00000004235.1
ENSAPET00000006075.1 ENSAPEG00000004236.1
ENSAPET00000006042.1 ENSAPEG00000004237.1
ENSAPET00000006047.1 ENSAPEG00000004238.1
ENSAPET00000006073.1 ENSAPEG00000004238.1
ENSAPET00000006079.1 ENSAPEG00000004239.1
ENSAPET00000006092.1 ENSAPEG00000004239.1
ENSAPET00000006108.1 ENSAPEG00000004239.1
ENSAPET00000006045.1 ENSAPEG00000004240.1
ENSAPET00000006063.1 ENSAPEG00000004240.1
ENSAPET00000006049.1 ENSAPEG00000004241.1
ENSAPET00000006064.1 ENSAPEG00000004241.1
ENSAPET00000006048.1 ENSAPEG00000004242.1
ENSAPET00000006065.1 ENSAPEG00000004242.1
ENSAPET00000006269.1 ENSAPEG00000004243.1
ENSAPET00000006373.1 ENSAPEG00000004243.1
ENSAPET00000006387.1 ENSAPEG00000004243.1
ENSAPET00000006399.1 ENSAPEG00000004243.1
ENSAPET00000006463.1 ENSAPEG00000004243.1
ENSAPET00000006501.1 ENSAPEG00000004243.1
ENSAPET00000006052.1 ENSAPEG00000004244.1
ENSAPET00000006055.1 ENSAPEG00000004245.1
ENSAPET00000006058.1 ENSAPEG00000004246.1
ENSAPET00000006077.1 ENSAPEG00000004246.1
ENSAPET00000006061.1 ENSAPEG00000004247.1
ENSAPET00000006081.1 ENSAPEG00000004247.1
ENSAPET00000006059.1 ENSAPEG00000004248.1
ENSAPET00000006062.1 ENSAPEG00000004249.1
ENSAPET00000006066.1 ENSAPEG00000004250.1
ENSAPET00000006071.1 ENSAPEG00000004252.1
ENSAPET00000006078.1 ENSAPEG00000004253.1
ENSAPET00000006067.1 ENSAPEG00000004254.1
ENSAPET00000006068.1 ENSAPEG00000004255.1
ENSAPET00000006290.1 ENSAPEG00000004256.1
ENSAPET00000006076.1 ENSAPEG00000004257.1
ENSAPET00000006090.1 ENSAPEG00000004257.1
ENSAPET00000006088.1 ENSAPEG00000004258.1
ENSAPET00000006101.1 ENSAPEG00000004258.1
ENSAPET00000006087.1 ENSAPEG00000004259.1
ENSAPET00000006086.1 ENSAPEG00000004260.1
ENSAPET00000006120.1 ENSAPEG00000004261.1
ENSAPET00000006103.1 ENSAPEG00000004262.1
ENSAPET00000006137.1 ENSAPEG00000004263.1
ENSAPET00000006089.1 ENSAPEG00000004264.1
ENSAPET00000006093.1 ENSAPEG00000004265.1
ENSAPET00000006109.1 ENSAPEG00000004265.1
ENSAPET00000006152.1 ENSAPEG00000004266.1
